Награда — 1996 — Премия «Оскар» — лучшая мужская роль — фильм «Покидая Лас-Вегас»
Награда — 1996 — Премия «Золотой глобус» — лучшая мужская роль в драме — фильм «Покидая Лас-Вегас»
Награда — 1996 — Премия Гильдии киноактёров США — лучшая мужская роль — фильм «Покидая Лас-Вегас»
Награда — 1995 — «Серебряная раковина» лучшему актёру — фильм «Покидая Лас-Вегас»
Награда — 2024 — Премия «Сатурн» — лучшая мужская роль второго плана — фильм «Ренфилд»
Номинация — 1988 — Премия «Золотой глобус» — лучшая мужская роль в комедии или мюзикле — фильм «Власть луны»
Номинация — 1993 — Премия «Золотой глобус» — лучшая мужская роль в комедии или мюзикле — фильм «Медовый месяц в Лас-Вегасе»
Номинация — 1996 — Премия BAFTA — лучшая мужская роль — фильм «Покидая Лас-Вегас»
Номинация — 2003 — Премия «Оскар» — лучшая мужская роль — фильм «Адаптация»
Номинация — 2003 — Премия «Золотой глобус» — лучшая мужская роль в комедии или мюзикле — фильм «Адаптация»
Номинация — 2003 — Премия BAFTA — лучшая мужская роль — фильм «Адаптация»
Номинация — 2003 — Премия Гильдии киноактёров США — лучшая мужская роль — фильм «Адаптация»
Номинация — 2007 — Премия «Золотая малина» — худшая мужская роль — фильм «Плетёный человек»
Номинация — 2008 — Премия «Золотая малина» — худшая мужская роль — фильм «Призрачный гонщик»
Номинация — 2012 — Премия «Золотая малина» — худшая мужская роль — фильм «Сумасшедшая езда»
Номинация — 2013 — Премия «Золотая малина» — худшая мужская роль — фильм «Призрачный гонщик 2»
Номинация — 2015 — Премия «Золотая малина» — худшая мужская роль — фильм «Оставленные»
Номинация — 2017 — Премия «Золотая малина» — худшая мужская роль второго плана — фильм «Сноуден»
